,OG_INTL_FREE_CALL_MOU,OG_ONN_FREE_CALL_MOU,FREE_GPRS_MB,TOTAL_REVENUE,TOTAL_REVENUE_VAS,ROAMING_REV,F_CHURN_3M,MONTH
1046744,,,12569.786,18.0,18.0,0.0,0,november
1442577,,,,,,,0,october
1076771,,,16951.854,18.0,9.0,0.0,0,october
326208,,,18811.837,35.5,17.75,0.0,0,october
580160,,,,,,,0,december
610164,,,9883.931,9.0,9.0,0.0,0,november
1311700,,172.38299999999998,22017.063,170.85,85.465,0.0,0,october
635873,,,0.0,18.0,18.0,0.0,0,december
188661,,504.283,1410.566,23.951999999999998,26.951999999999998,0.0,0,november
1062066,,,16934.646,9.0,9.0,0.0,0,november
802234,19.517,2715.15,27343.18,58.36,58.36,0.0,0,november
244818,,,,,,,0,october
664503,,14.0,6039.094,19.44,19.44,0.0,0,december
683383,,,,,,,0,november
1103881,0.3,11.05,6646.104,10.0,10.0,0.0,0,november
878834,,,,,,,0,november
199288,,59.65,23758.583,30.0,16.75,0.0,0,october
1054641,,86.667,15891.708,44.04,22.02,0.0,0,october
282852,,19.75,8014.812,9.079,9.464,0.0,0,december
161035,,,28768.012000000002,26.0,13.0,0.0,0,october
249626,,,,,,,0,november
1244086,,,,,,,0,october
1336958,,36.683,13838.896999999999,21.595,21.595,0.0,0,november
118911,,,,,,,0,october
825435,,,0.0,30.0,30.0,0.0,0,december
747172,,,6377.058000000001,10.0,10.0,0.0,0,december
1015739,,,,,,,0,october
1423414,,11.067,187.137,16.136,8.508,0.0,0,october
108851,,8.45,4019.7870000000003,10.0,10.0,0.0,0,november
674164,,,,,,,0,october
593174,,,,,,,0,november
1251842,,,,,,,0,october
33647,,117.3,0.0,12.248,12.248,0.0,0,december
30408,,,81678.671,8.5,8.5,0.0,0,december
1178924,,,,,,,0,november
539253,,138.433,16313.639,15.0,15.0,0.0,0,december
932434,,,90490.29,18.0,18.0,0.0,0,december
586052,,,,,,,0,november
1445681,25.666999999999998,75.55,17847.806,55.025,55.025,0.0,0,december
1281002,,,0.0,36.0,18.0,0.0,0,october
183695,,,,,,,0,november
771509,,,0.0,12.0,12.0,0.0,0,november
123189,,,3726.5679999999998,15.0,15.0,0.0,0,november
1115273,,,0.0,6.0,3.0,0.0,0,october
210431,,,69991.844,36.0,18.0,0.0,0,october
430323,,128.583,11776.98,15.065,15.065,0.0,0,december
1409015,,108.21700000000001,17236.949,31.015,31.015,0.0,0,december
1061184,,,,,,,0,december
897685,,,,,,,0,october
926892,,51.217,2100.206,30.35,30.35,0.0,0,november
1204012,,,,,,,0,october
742294,12.45,76.65,6318.04,29.006,14.503,0.0,0,october
69652,,,0.0,2.0,2.0,0.0,0,december
795479,,,26401.162999999997,13.0,13.0,0.0,0,november
898625,,,,,,,0,december
1452553,,67.6,42623.394,31.09,31.09,0.0,0,december
154390,,13.583,3026.4159999999997,10.0,10.0,0.0,0,december
103433,,,,,,,0,december
1108946,,,,,,,0,october
344242,,,56320.026,9.0,9.0,0.0,0,november
643958,7.5,48.867,3017.44,10.0,10.0,0.0,0,november
810962,,,,,,,0,october
1258348,,,46594.140999999996,18.0,18.0,0.0,0,november
245434,30.683000000000003,100.0,5128.678,40.0,40.0,0.0,0,november
983757,,,,,,,0,december
866538,,,,,,,0,december
1220610,,16.083,7088.643,20.0,10.0,0.0,0,october
1172999,,345.467,13919.103000000001,38.725,38.725,0.0,0,december
544471,,27.217,70253.053,30.0,30.0,0.0,0,december
1290415,,121.867,38228.571,70.435,70.435,0.0,0,december
32007,,38.25,6577.774,20.0,20.84,0.0,0,december
1367390,,26.866999999999997,0.0,2.492,1.246,0.0,0,october
650378,,,250833.99399999998,18.0,18.0,0.0,0,december
311252,18.033,296.983,33814.168,31.125,31.165,0.0,0,december
1369999,11.8,93.01700000000001,20530.658,40.7,40.7,0.0,0,november
1213267,,,,,,,0,october
474614,,,4385.808,18.0,9.0,0.0,0,october
747492,,,,,,,0,november
767990,,,5093.015,5.0,5.0,0.0,0,december
901847,,194.15,6750.351,16.755,16.755,0.0,0,november
599343,,,24921.611,36.0,18.0,0.0,0,october
527863,,78.217,40148.958,60.0,30.0,0.0,0,october
1152012,,,111853.037,9.0,12.75,0.0,0,december
47475,2.65,27.017,356.48400000000004,37.321999999999996,37.321999999999996,0.0,0,november
141197,37.283,1.033,8728.085,21.061999999999998,21.061999999999998,0.0,0,december
131488,,,,,,,0,december
1100012,,,14.224,20.0,20.0,0.0,0,november
1051363,,,0.0,60.0,30.0,0.0,0,october
230393,,,,,,,0,november
218883,,,,,,,0,october
440342,,,0.0,15.0,15.0,0.0,0,december
150637,6.35,34.6,7729.693,10.364,10.720999999999998,0.0,0,november
1089051,,,,,,,0,december
160221,,6.917000000000001,11385.553,10.0,10.0,0.0,0,december
819301,,126.85,9508.86,60.2,30.1,0.0,0,october
515530,,,,,,,0,december
1175851,,,25173.289,37.2,18.6,0.0,0,october
33017,,,14074.843,9.0,9.0,0.0,0,november
874946,,,36800.446,12.5,12.5,0.0,0,november
1218775,,,0.0,20.0,10.0,0.0,0,october
1388526,7.067,273.16700000000003,31155.113999999998,81.4,40.7,0.0,0,october
412204,,,0.0,16.0,16.0,0.0,0,december
694966,,,0.0,1.0,1.0,0.0,0,november
748513,,,,,,,0,november
1234919,,,57661.44,14.5,14.5,0.0,0,november
1002837,,,7017.884,18.0,18.0,0.0,0,december
827329,,47.4,0.0,21.092,10.546,0.0,0,october
1360198,44.933,281.283,19920.793999999998,40.0,40.0,0.0,0,november
479785,,,60572.962999999996,10.0,5.0,0.0,0,october
1018500,,,27920.714,18.0,9.0,0.0,0,october
869731,9.4,8.667,5590.695,12.953,12.953,0.0,0,december
1253062,,,,,,,0,december
504541,5.233,280.66700000000003,19140.733,20.1,20.27,0.0,0,december
686714,,,16958.734,18.0,18.0,0.0,0,november
522297,,,44872.223,18.0,18.0,0.0,0,december
971722,,,24223.55,9.0,9.0,0.0,0,december
633528,,,52555.724,9.0,9.0,0.0,0,december
785346,,50.3,6949.672,31.502,17.250999999999998,0.0,0,october
1320163,,121.3,7498.774,64.889,64.889,5.888999999999999,0,november
36515,,36.2,160.556,54.0,30.0,0.0,0,october
1091195,2.15,,2341.532,10.0,10.0,0.0,0,november
549388,,,,,,,0,november
250434,,29.033,2960.7709999999997,26.613000000000003,26.613000000000003,0.0,0,november
391621,,,42802.187999999995,9.0,9.0,0.0,0,december
300993,,,,,,,0,november
1031909,,,25500.976000000002,9.0,9.0,0.0,0,december
954764,,,,,,,0,december
1394810,,8.85,5175.268,8.0,8.0,0.0,0,december
831756,,241.333,0.0,10.91,10.91,0.0,0,november
857642,,,39400.055,13.0,13.0,0.0,0,december
143463,,,,,,,0,october
452431,,64.233,2609.804,20.0,10.0,0.0,0,october
563623,1.05,10.767000000000001,1834.463,20.0,10.0,0.0,0,october
1053950,,,416.619,0.0,0.0,0.0,0,november
903312,,,,,,,0,december
404496,,,450.454,6.0,6.0,0.0,0,december
698615,,,,,,,0,november
20465,,,,,,,0,november
1069124,,,58648.602,18.0,18.0,0.0,0,december
985167,,,83435.164,13.0,13.0,0.0,0,november
1440647,,,,,,,0,november
1352129,,,,,,,0,december
523610,,,,,,,0,october
1454631,,,,,,,0,december
1424752,,,,,,,0,november
341139,,44.25,14254.831,15.0,15.0,0.0,0,november
273915,,,0.0,497.5,248.75,0.0,0,october
623618,,,14090.993999999999,26.0,13.0,0.0,0,october
55291,,,66904.32400000001,36.0,21.0,0.0,0,october
1362697,3.4,186.38299999999998,10059.947,30.0,30.0,0.0,0,december
1123765,,188.983,7581.312,30.0,30.0,0.0,0,december
553311,,,18698.703,18.0,18.0,0.0,0,december
1095708,,948.867,1972.335,80.0,40.0,0.0,0,october
111147,,150.983,14077.142,20.25,20.45,0.0,0,november
1190763,0.7170000000000001,19.483,3501.469,10.0,10.0,0.0,0,december
1113456,,68.35,8824.697,32.808,16.404,0.0,0,october
528938,,51.133,6889.3730000000005,15.0,15.0,0.0,0,november
356564,10.083,64.5,2662.929,41.05,20.525,0.0,0,october
68045,,,40040.464,18.0,9.0,0.0,0,october
1228080,,,29667.394,14.0,14.0,0.0,0,november
377766,,139.2,22090.405,20.39,20.39,0.0,0,december
1400171,,,,,,,0,october
671626,,,,,,,0,november
707866,,,21785.339,13.0,13.0,0.0,0,december
297587,,,,,,,0,october
508757,,63.983000000000004,2810.6940000000004,30.2,30.3,0.0,0,november
789648,,,,,,,0,november
516362,,,,,,,0,december
937027,,,,,,,0,october
1304996,,,37482.79,18.0,9.0,0.0,0,october
761269,40.217,409.917,27397.702999999998,108.524,54.262,0.237,0,october
683727,,,,,,,0,november
705141,,,45772.919,26.0,13.0,0.0,0,october
149121,,,40432.09,9.0,9.0,0.0,0,december
565296,,,,,,,0,november
796827,,,23388.513,26.0,13.0,0.0,0,october
347274,,1649.55,47603.475999999995,64.29,32.145,0.0,0,october
744356,6.082999999999999,298.2,43540.2,60.0,30.0,0.0,0,october
143751,,,,,,,0,october
1000131,,,79274.955,18.0,18.0,0.0,0,november
486243,,,,,,,0,october
1193944,,,,,,,0,december
1059763,,,0.0,15.0,15.0,0.0,0,november
385969,,,,,,,0,november
851967,1.2670000000000001,149.86700000000002,27431.384,48.0,24.0,0.0,0,october
1381027,,44.817,15246.06,60.508,30.254,0.0,0,october
225264,,,,,,,0,november
554103,,,133508.457,13.0,13.0,0.0,0,november
1399352,,107.31700000000001,15117.737,30.87,30.87,0.0,0,december
297236,,,10810.942,26.0,13.0,0.0,0,october
73789,,,24152.566000000003,18.0,18.0,0.0,0,december
218272,,,,,,,0,december
780104,,,22041.432999999997,5.6,5.6,0.0,0,december
639043,,,37728.191,9.0,9.0,0.0,0,november
1439777,,,,,,,0,october
1183471,,,,,,,0,november
104027,,,20763.863999999998,22.516,22.516,0.0,0,november
1290071,,,0.0,1.8159999999999998,0.9079999999999999,0.0,0,october
742049,,,0.0,12.0,12.0,0.0,0,december
168549,3.467,69.45,8024.898,6.117000000000001,6.117000000000001,0.0,0,november
1255023,,,79236.88900000001,13.0,13.0,0.0,0,november
153468,,,30215.407000000003,9.0,9.0,0.0,0,november
774513,58.3,317.817,40103.646,77.66199999999999,77.66199999999999,1.167,0,november
957557,,,67979.641,13.0,13.0,0.0,0,december
505813,,,,,,,0,october
269450,,35.0,10618.126,20.0,10.0,0.0,0,october
3178,,6.183,3155.881,15.695,15.695,0.0,0,november
99911,,,44592.165,9.0,9.0,0.0,0,november
1327406,,996.0830000000001,13922.8,15.685,15.685,0.0,0,december
315210,,,0.0,210.0,105.0,0.0,0,october
215109,,,0.0,17.914,8.957,0.993,0,october
184627,,,48935.684,9.0,9.0,0.0,0,december
500862,,,6081.758000000001,13.0,13.0,0.0,0,december
12978,16.85,15.567,3856.492,8.0,8.0,0.0,0,december
472726,,,7755.318,18.0,18.0,0.0,0,december
1238079,,,56411.46,14.0,7.0,0.0,0,october
464100,,,,,,,0,october
319066,,88.78299999999999,151.035,10.0,10.0,0.0,0,november
293730,,,48409.130999999994,13.0,13.0,0.0,0,november
876712,24.366999999999997,70.067,9355.472,68.492,34.246,3.761,0,october
955896,,,84547.85699999999,9.0,9.0,0.0,0,december
1133311,,,0.0,10.0,10.0,0.0,0,december
1085441,,44.617,3296.765,5.431,5.431,0.0,0,november
166340,,,,,,,0,december
1131333,,19.15,15709.003999999999,30.3,15.15,0.0,0,october
802284,,,40744.797,9.0,9.0,0.0,0,december
528075,,,0.0,52.0,26.0,0.0,0,october
707313,,555.65,41614.274,30.58,30.58,0.0,0,november
42463,,80.483,6992.094,10.0,10.0,0.0,0,november
361100,,,,,,,0,october
1086529,,,,,,,0,october
565419,,,,,,,0,november
1446098,,21.883000000000003,9991.756,30.15,30.65,0.0,0,november
825603,,34.766999999999996,0.0,8.65,8.65,0.0,0,december
473569,,,,,,,0,december
1267266,,,,,,,0,november
488783,1.817,15.7,3274.967,8.0,8.0,0.0,0,november
1253062,,,,,,,0,october
178662,,,9581.008,9.0,9.0,0.0,0,december
310346,,,65193.345,9.0,9.0,0.0,0,november
194597,,,,,,,0,november
484163,,20.983,26048.782000000003,35.0,35.08,0.0,0,november
1211798,,,,,,,0,december
1232516,,,38409.899,18.0,18.0,0.0,0,november
954764,,,13989.91,18.0,9.0,0.0,0,october
829307,,,18745.984,18.0,9.0,0.0,0,october
244638,,,42715.75,18.0,9.0,0.0,0,october
476132,,48.433,2808.6059999999998,30.0,15.0,0.0,0,october
1412399,3.083,384.2,23270.407000000003,30.0,30.0,0.0,0,december
375611,,,0.0,74.078,37.091,0.0,0,october
17691,,,,,,,0,november
1065063,,,57302.10400000001,30.0,15.0,0.0,0,october
601457,,,,,,,0,december
380321,,,,,,,0,october
314484,,49.883,3612.007,16.0,8.0,0.0,0,october
1069873,,,,,,,0,december
1293739,,,652.521,10.0,10.0,0.0,0,december
1235715,,,,,,,0,december
520820,,,,,,,0,october
671973,,,,,,,0,december
599804,,,,,,,0,november
620524,,,,,,,0,december
1025913,,,17900.863,18.0,9.0,0.0,0,october
331995,,,,,,,0,november
1012289,,,17118.578,18.0,9.0,0.0,0,october
428376,,,,,,,0,november
1190767,,,,,,,0,october
276521,,,,,,,0,october
869250,,8.45,5332.170999999999,24.0,12.0,0.0,0,october
561334,,,75822.053,18.0,9.0,0.0,0,october
344143,,,43493.057,18.1,9.05,0.0,0,october
200153,,,,,,,0,november
1088039,,,,,,,0,december
1184693,,225.36700000000002,9510.174,70.83,35.415,0.0,0,october
1257445,,,,,,,0,november
887326,,207.067,57431.837,30.0,15.0,0.0,0,october
1390648,,,,,,,0,november
668182,,0.883,1617.4589999999998,8.0,8.0,0.0,0,december
1056064,,,935.2230000000001,10.0,10.0,0.0,0,december
274107,,,,,,,0,october
497707,0.733,2.3,4957.162,0.0,0.0,0.0,0,november
891978,1.867,12.35,3466.952,20.0,10.0,0.0,0,october
199846,,74.633,7626.994000000001,8.0,8.0,0.0,0,december
1072128,,,,,,,0,december
451401,,,72794.099,13.0,13.0,0.0,0,november
1407471,,181.017,1089.7,30.0,31.4,0.0,0,november
1246153,,,28771.404,7.0,7.0,0.0,0,november
782976,,,,,,,0,october
151262,,2.283,632.466,30.0,15.0,0.0,0,october
1175247,,,,,,,0,december
129496,,48.383,31331.168999999998,10.378,10.378,0.0,0,november
614302,,35.867,7010.394,10.0,10.0,0.0,0,november
191204,,,,,,,0,november
1339437,,116.78299999999999,21274.752,37.45,18.725,0.0,0,october
679803,,,0.0,24.0,12.0,0.0,0,october
732426,,,0.0,85.0,85.0,0.0,0,november
83748,3.783,1.883,3644.7929999999997,20.0,10.0,0.0,0,october
1396179,,6.667000000000001,0.0,0.708,0.708,0.0,0,december
104626,,,,,,,0,november
900770,33.2,12.6,6542.86,17.347,17.347,0.0,0,december
294113,,75.033,6782.981,20.936,11.055,0.0,0,october
204691,,,,,,,0,december
104861,,,0.0,1.0,1.0,0.0,0,november
390299,3.517,13.517000000000001,17298.431,10.0,10.0,0.0,0,november
1374785,,76.6,25542.873,18.063,24.336,0.0,0,november
809817,,,65818.946,6.4,6.4,0.0,0,december
1160498,,,29572.139,18.0,18.0,0.0,0,december
498611,,,,,,,0,november
1426940,,0.36700000000000005,2734.355,18.562,18.601,0.0,0,december
996143,,,,,,,0,december
751175,,,0.0,26.0,13.0,0.0,0,october
581361,,,28916.642999999996,9.0,9.0,0.0,0,november
551219,,,,,,,0,november
1442500,,27.316999999999997,8208.629,0.78,2.28,0.0,0,december
237315,,15.467,7620.531,10.0,10.0,0.0,0,november
165103,,,,,,,0,october
51651,,,,,,,0,december
953073,,,101472.977,18.0,18.0,0.0,0,november
1105071,,,52183.846,32.0,16.0,0.0,0,october
129880,,,17718.931,9.0,9.0,0.0,0,december
765335,1.633,93.95,10668.753999999999,10.0,10.0,0.0,0,december
1251866,,16.467,956.737,17.133,17.133,0.0,0,december
11844,,,,,,,0,november
902466,,86.117,21000.017000000003,60.0,32.8,0.0,0,october
226386,,,,,,,0,november
1303481,,,,,,,0,december
574804,,,45361.03400000001,63.6,31.8,0.0,0,october
908833,22.65,5.7829999999999995,2381.956,20.0,10.0,0.0,0,october
803712,,,,,,,0,december
82657,,,,,,,0,october
406264,,69.2,17695.049,30.2,15.1,0.0,0,october
285070,,,0.0,1.0,1.0,0.0,0,november
849601,,,41286.497,13.0,13.0,0.0,0,december
711535,,,14148.267,0.0,0.0,0.0,0,november
740958,,,,,,,0,october
952659,,172.1,20883.189,34.35,36.67,0.0,0,november
773986,,386.283,26081.98,61.4,30.7,0.0,0,october
541764,,,0.0,13.0,13.0,0.0,0,december
499904,,,,,,,0,december
645615,,7.45,21829.771,20.0,23.25,0.0,0,december
513869,,,,,,,0,november
1126373,,,,,,,0,november
964346,,,,,,,0,october
1381214,,130.0,3248.093,16.809,16.809,0.0,0,november
778811,,,83664.682,13.0,13.0,0.0,0,december
1372158,,,,,,,0,december
404496,,,1265.387,6.336,6.336,0.0,0,november
751487,,,56069.083,13.0,13.0,0.0,0,december
250945,,25.183000000000003,2810.02,10.0,12.03,0.0,0,november
889009,,,,,,,0,november
439988,,,,,,,0,november
52086,,22.0,1260.004,10.0,10.0,0.0,0,december
674098,,,47487.3,10.5,10.5,0.0,0,december
1431543,,,,,,,0,november
1107211,7.233,18.367,33978.856,41.57,20.785,0.0,0,october
7659,4.4,487.733,29690.747000000003,86.88,43.44,0.0,0,october
531770,,,,,,,0,november
1416699,,677.567,23967.088,30.435,30.435,0.0,0,december
646282,,,,,,,0,november
300993,,,,,,,0,december
1106403,,,,,,,0,october
1308107,,69.85,47883.562000000005,40.0,40.0,0.0,0,november
596327,,,,,,,0,october
166837,,,,,,,0,november
991794,,,,,,,0,november
939076,,,0.0,1.8159999999999998,0.9079999999999999,0.0,0,october
971853,,,35132.633,13.0,13.0,0.0,0,november
1213985,,,,,,,0,october
567624,12.967,4.333,3610.426,8.0,8.0,0.0,0,december
390574,,,0.0,13.0,13.0,0.0,0,november
976628,,,,,,,0,november
1048756,,,35073.562000000005,19.5,19.5,0.0,0,december
876428,,,0.0,36.0,18.0,0.0,0,october
1270286,2.117,1039.733,34810.494,38.75,38.75,0.0,0,december
1213775,,,185578.10600000003,18.0,18.0,0.0,0,december
1050990,,109.01700000000001,46368.037000000004,32.034,32.074,2.0340000000000003,0,december
97180,,,,,,,0,december
1378520,,269.767,4720.879,29.805,30.905,0.0,0,november
738698,,,,,,,0,october
454461,,220.1,1771.8970000000002,20.0,20.2,0.0,0,december
1321112,,144.983,11843.691,15.05,15.05,0.0,0,november
551473,,,22210.659,18.0,9.0,0.0,0,october
142310,,,,,,,0,december
386951,,75.267,17051.185,39.46,42.56,0.0,0,december
443802,,,,,,,0,october
236862,,72.217,8139.2519999999995,30.0,15.0,0.0,0,october
688448,,,16252.743999999999,13.0,13.0,0.0,0,december
238983,,,,,,,0,november
1058095,,,,,,,0,november
1455249,5.517,928.9169999999999,21843.724,30.0,30.0,0.0,0,november
1272832,,169.017,38980.475,30.0,30.0,0.0,0,december
206380,,,8936.911,6.5,6.5,0.0,0,december
518511,,292.0,3578.079,60.0,30.0,0.0,0,october
715030,,,,,,,0,october
1603,42.817,1287.9,13924.881000000001,44.36600000000001,44.36600000000001,2.6210000000000004,0,november
279832,,,,,,,0,december
1237275,,168.167,17425.538,64.37,64.37,0.0,0,november
753776,,79.883,0.0,26.948,13.474,0.0,0,october
73506,,,,,,,0,december
772068,,7.5329999999999995,140.347,20.0,10.0,0.0,0,october
284746,,,0.0,2.5,1.25,0.0,0,october
74901,,,0.0,18.0,18.0,0.0,0,november
104610,,,,,,,0,december
607675,,,,,,,0,november
607372,,748.4169999999999,11075.405,30.05,30.05,0.0,0,december
623477,6.25,44.433,1651.605,10.0,10.0,0.0,0,november
117926,,,28525.778,6.667000000000001,6.667000000000001,0.0,0,december
676230,,,0.0,12.0,12.0,0.0,0,november
576611,,,,,,,0,november
46002,,,259.346,11.184000000000001,11.184000000000001,0.0,0,december
598399,,,,,,,0,november
442298,0.95,30.883000000000003,6205.829000000001,10.0,10.0,0.0,0,november
1149304,,,61430.633,22.0,11.0,0.0,0,october
1106855,,11.767000000000001,0.0,4.0,2.0,0.0,0,october
182872,,,,,,,0,november
1074513,,,0.516,9.0,9.0,0.0,0,november
1272908,,48.05,35849.985,22.03,22.03,0.0,0,november
1249713,,41.4,5409.266,18.188,18.188,0.0,0,november
171399,,,,,,,0,october
1023449,,,46120.907999999996,16.0,16.0,0.0,0,november
1106524,11.917,32.05,26376.665,30.0,30.0,0.0,0,december
492379,,,,,,,0,october
1182677,,,,,,,0,november
324285,0.7,138.683,19542.843,15.0,15.0,0.0,0,december
427417,,40.167,65449.142,24.0,24.0,0.0,0,december
129182,,,,,,,0,december
1286745,,,,,,,0,december
1008117,,744.5169999999999,50443.858,60.0,30.0,0.0,0,october
185779,,,17181.017,9.0,9.0,0.0,0,december
110844,,,150421.771,18.0,18.0,0.0,0,december
244873,1.0,64.133,8765.006,10.0,10.0,0.0,0,november
290310,,,0.0,18.0,18.0,0.0,0,november
239605,,,,,,,0,november
1301961,,,,,,,0,december
1108938,25.283,,12094.367,13.817,13.817,0.0,0,november
673161,,,,,,,0,october
877484,2.133,246.017,8684.254,37.946999999999996,37.946999999999996,0.742,0,november
600065,,,19466.596999999998,18.0,18.0,0.0,0,november
1122221,,59.033,8248.365,30.98,15.49,0.0,0,october
1189030,,,,,,,0,october
187204,,,21314.377,12.5,12.5,0.0,0,december
988790,,,,,,,0,october
1058613,,,,,,,0,december
44390,,,5051.759,18.0,18.0,0.0,0,november
1258082,,,47587.613,18.0,18.0,0.0,0,november
388035,,,,,,,0,october
1227399,,,,,,,0,november
770421,12.717,,79.71300000000001,20.0,10.0,0.0,0,october
623954,,,,,,,0,november
1418307,,51.0,1700.224,15.5,15.5,0.0,0,december
1274670,,,,,,,0,november
337565,,,,,,,0,october
731640,,,62991.599,26.0,13.0,0.0,0,october
452073,,,8385.131,9.0,9.0,0.0,0,december
1265973,,132.183,6093.869000000001,10.0,10.0,0.0,0,december
1027930,,,38007.669,18.0,18.0,0.0,0,december
1166376,,519.433,20278.539,70.83,38.415,0.0,0,october
39917,,,35130.207,18.0,18.0,0.0,0,november
204430,,,,,,,0,december
1199775,,,8315.257,18.0,18.0,0.0,0,december
1384962,,28.933000000000003,7678.264,27.638,13.819,0.0,0,october
584746,,,,,,,0,october
512855,,,,,,,0,october
1229994,,,,,,,0,november
1152987,,,30511.02,18.0,9.0,0.0,0,october
370432,,,178582.741,15.0,15.0,0.0,0,december
1250146,,,,,,,0,november
699494,,,47940.562000000005,9.0,9.0,0.0,0,november
121260,,,,,,,0,december
859583,,,,,,,0,october
1350630,,,,,,,0,november
81864,,,,,,,0,december
981091,,,,,,,0,november
406264,,39.3,11899.448,15.245,15.245,0.0,0,november
272207,15.833,31.717,1851.308,10.0,10.0,0.0,0,november
628525,,,,,,,0,october
1225184,,,45771.272000000004,18.0,9.0,0.0,0,october
226124,2.9,121.367,10228.578000000001,30.0,30.0,0.0,0,november
6481,,1217.817,20895.422,-7.56,-3.74,0.0,0,october
1247352,,,18593.929,11.0,11.0,0.0,0,december
912663,,,,,,,0,october
571458,,,,,,,0,november
1320834,,,,,,,0,november
1055223,,202.733,7209.161,19.715,19.715,0.0,0,december
269726,,137.25,1897.296,16.17,16.17,0.0,0,november
127074,,162.567,7372.928000000001,10.0,10.0,0.0,0,november
183695,,,,,,,0,december
1169425,,,,,,,0,october
52897,,,26373.441000000003,9.0,9.0,0.0,0,december
1022436,,,,,,,0,october
376128,,,,,,,0,december
954665,,,0.0,30.0,15.0,0.0,0,october
851466,,,,,,,0,october
651336,,,27579.972999999998,18.0,18.0,0.0,0,november
874441,,279.133,47503.177,52.974,29.587,0.0,0,october
521265,,,14603.322,36.0,18.0,0.0,0,october
189863,,,32579.072,11.0,11.0,0.0,0,november
538676,,,38327.899,36.0,18.0,0.0,0,october
522131,,,53062.809,7.0,7.0,0.0,0,december
574010,,53.467,1329.6070000000002,26.131999999999998,13.065999999999999,0.0,0,october
355714,14.167,434.25,43382.38,40.0,41.4,0.0,0,november
1375957,,34.1,74966.254,30.05,33.15,0.0,0,december
973848,0.45,11.917,13209.193000000001,16.0,8.0,0.0,0,october
474380,,,,,,,0,december
1418117,,118.75,22565.121,30.0,30.0,0.0,0,november
862761,,,,,,,0,december
231008,,,,,,,0,december
129182,,,,,,,0,october
131525,3.783,2.233,5620.682,8.0,8.0,0.0,0,november
1054916,,43.133,19410.136000000002,21.508000000000003,11.071,0.0,0,october
189658,2.6,19.133,5374.281999999999,20.0,10.0,0.0,0,october
490630,,,11787.08,11.0,11.0,0.0,0,december
597159,,,,,,,0,october
1437073,,,,,,,0,december
563623,13.75,6.65,2938.01,10.0,10.0,0.0,0,november
1196999,,,,,,,0,october
1197822,,,,,,,0,november
174604,,,63128.128,18.0,18.0,0.0,0,november
1287545,,,,,,,0,october
48254,,,38908.029,18.0,18.0,0.0,0,december
774467,,100.9,47300.712,30.0,30.2,0.0,0,november
352093,,,31604.267999999996,0.0,0.0,0.0,0,december
598412,,,46111.047,18.0,18.0,0.0,0,november
1332921,,219.75,15593.872,40.0,20.0,0.0,0,october
816701,,135.05,24824.865,44.122,22.061,0.0,0,october
1319847,,0.55,163.153,10.0,10.0,0.0,0,november
678651,,98.883,6682.243,30.0,15.0,0.0,0,october
863170,,,,,,,0,december
300866,,,,,,,0,october
1027234,,,0.0,2.5,2.5,0.0,0,december
837081,,238.917,11977.523000000001,40.0,20.0,0.0,0,october
1429364,,63.333999999999996,0.0,10.107999999999999,10.208,0.0,0,december
1417161,21.616999999999997,320.8,33686.058,20.0,20.0,0.0,0,november
865081,,,0.0,5.95,5.95,0.0,0,december
7530,,16.067,3301.518,20.0,10.0,0.0,0,october
882563,,,,,,,0,december
1452072,6.582999999999999,377.36699999999996,43048.547,33.403,33.494,1.5519999999999998,0,november
318147,,273.45,40169.669,20.881999999999998,23.052,0.0,0,december
556776,,36.9,12357.22,38.181999999999995,21.237,0.0,0,october
624516,,,0.0,0.0,0.0,0.0,0,december
286237,,,18533.504,9.0,9.0,0.0,0,november
1075985,24.133000000000003,,1980.174,10.0,10.0,0.0,0,december
643191,,,90090.35,13.0,13.0,0.0,0,november
638391,,,279915.471,36.0,18.0,0.0,0,october
1251423,,,0.0,1.8159999999999998,0.9079999999999999,0.0,0,october
207891,,,91661.75300000001,18.0,9.0,0.0,0,october
935888,,,,,,,0,november
743420,,,,,,,0,december
34048,,12.617,0.0,2.0,2.0,0.0,0,december
18875,13.95,,4215.559,10.0,10.0,0.0,0,december
176506,,,,,,,0,october
1152703,,,,,,,0,november
51666,,,,,,,0,october
220480,,,,,,,0,november
572823,,,,,,,0,october
1309799,,57.3,10141.661,20.12,10.06,0.0,0,october
132105,,,,,,,0,december
471678,39.383,8.232999999999999,1558.5510000000002,17.445,17.445,0.0,0,december
128958,,,80562.879,18.0,9.0,0.0,0,october
316680,,,59751.168,18.0,18.0,0.0,0,november
456942,,,,,,,0,december
1019336,,,23934.736,9.0,9.0,0.0,0,december
1247995,,486.38300000000004,4811.47,45.044,22.522,0.0,0,october
909918,,,,,,,0,october
1104602,4.617,92.417,2787.454,14.922,14.922,0.0,0,december
1264636,,10.017000000000001,2099.322,16.742,16.742,0.0,0,november
780732,,,37893.515,18.0,9.0,0.0,0,october
572298,,,,,,,0,november
109892,,,0.132,7.26,3.63,0.0,0,october
30006,31.616999999999997,0.6,9764.545,20.0,10.0,0.0,0,october
208289,,,15304.892,13.0,13.0,0.0,0,november
1022436,,,,,,,0,december
542623,,,,,,,0,december
1214839,,,,,,,0,october
1165333,,,0.0,0.0,0.0,0.0,0,december
1154213,,,,,,,0,december
804252,,,,,,,0,october
